name,taxon_id,ancestry,family
Elater ferrugineus,510964,48460/1/47120/372739/47158/184884/47208/71130/372854/47207/53248/367025/367139/173661,53248
Elateroides dermestoides,782607,48460/1/47120/372739/47158/184884/47208/71130/372852/246113/246114/1277493/456887,246114
Elatobia fuliginosella,876034,48460/1/47120/372739/47158/184884/47157/61414/124262/489489/453282,124262
Elatobium abietinum,388940,48460/1/47120/372739/47158/184884/47744/334037/901813/52380/52381/194066/373734/376261,52381
Elatophilus crassicornis,1458103,48460/1/47120/372739/47158/184884/47744/61267/372850/53668/174592/506041/506046/453864,174592
Elatophilus nigricornis,1401221,48460/1/47120/372739/47158/184884/47744/61267/372850/53668/174592/506041/506046/453864,174592
Elatophilus stigmatellus,887520,48460/1/47120/372739/47158/184884/47744/61267/372850/53668/174592/506041/506046/453864,174592
Electrogena affinis,1047206,48460/1/47120/372739/47158/184884/48011/154639/48006/482037,48006
Electrogena fallax,1468491,48460/1/47120/372739/47158/184884/48011/154639/48006/482037,48006
Electrogena grandiae,1445361,48460/1/47120/372739/47158/184884/48011/154639/48006/482037,48006
Electrogena lateralis,482036,48460/1/47120/372739/47158/184884/48011/154639/48006/482037,48006
Electrogena ujhelyii,546142,48460/1/47120/372739/47158/184884/48011/154639/48006/482037,48006
Electrophaes corylata,467852,48460/1/47120/372739/47158/184884/47157/49531/49530/123032/123056/125160,49530
Eledona agricola,497503,48460/1/47120/372739/47158/184884/47208/71130/372852/47593/53816/319025/510279/497504,53816
Eledonoprius armatus,1014961,48460/1/47120/372739/47158/184884/47208/71130/372852/47593/53816/319025/510279/1014959,53816
Eledonoprius serrifrons,1014960,48460/1/47120/372739/47158/184884/47208/71130/372852/47593/53816/319025/510279/1014959,53816
Elegia atrifasciella,1051029,48460/1/47120/372739/47158/184884/47157/49682/49683/122925/122926/479777,49683
Elegia fallax,977335,48460/1/47120/372739/47158/184884/47157/49682/49683/122925/122926/479777,49683
Elegia similella,479776,48460/1/47120/372739/47158/184884/47157/49682/49683/122925/122926/479777,49683
Elenchus tenuicornis,663806,48460/1/47120/372739/47158/184884/83202/902761/372987/376036,372987
Elephantomyia edwardsi,1049354,48460/1/47120/372739/47158/184884/47822/154259/179916/51226/47992/489803/489804/247966,47992
Elgiva cucularia,541426,48460/1/47120/372739/47158/184884/47822/48091/372853/48089/48088/70139/127180/508079/481867,127180
Elgiva solicita,533973,48460/1/47120/372739/47158/184884/47822/48091/372853/48089/48088/70139/127180/508079/481867,127180
Eliozeta helluo,743251,48460/1/47120/372739/47158/184884/47822/48091/372853/48089/342767/356157/51953/366275/487989/743250,51953
Eliozeta pellucens,743249,48460/1/47120/372739/47158/184884/47822/48091/372853/48089/342767/356157/51953/366275/487989/743250,51953
Elipsocus abdominalis,546153,48460/1/47120/372739/47158/184884/83187/144300/451715/141764/714468/252540,141764
Elipsocus annulatus,1303087,48460/1/47120/372739/47158/184884/83187/144300/451715/141764/714468/252540,141764
Elipsocus hyalinus,971799,48460/1/47120/372739/47158/184884/83187/144300/451715/141764/714468/252540,141764
Elipsocus moebiusi,1309167,48460/1/47120/372739/47158/184884/83187/144300/451715/141764/714468/252540,141764
Elipsocus pumilis,307486,48460/1/47120/372739/47158/184884/83187/144300/451715/141764/714468/252540,141764
Ellescus bipunctatus,450211,48460/1/47120/372739/47158/184884/47208/71130/372852/60473/48736/373408/575033/251601,48736
Ellescus infirmus,889781,48460/1/47120/372739/47158/184884/47208/71130/372852/60473/48736/373408/575033/251601,48736
Elliptera omissa,1087708,48460/1/47120/372739/47158/184884/47822/154259/179916/51226/47992/547089/489801/489805,47992
Ellipteroides alboscutellatus,1087705,48460/1/47120/372739/47158/184884/47822/154259/179916/51226/47992/547088/903423,47992
Ellipteroides lateralis,903422,48460/1/47120/372739/47158/184884/47822/154259/179916/51226/47992/547088/903423,47992
Ellipteroides limbatus,1087706,48460/1/47120/372739/47158/184884/47822/154259/179916/51226/47992/547088/903423,47992
Elmis aenea,877325,48460/1/47120/372739/47158/184884/47208/71130/372854/130839/85753/783266/1366969/877315,85753
Elmis latreillei,877318,48460/1/47120/372739/47158/184884/47208/71130/372854/130839/85753/783266/1366969/877315,85753
Elmis maugetii,877317,48460/1/47120/372739/47158/184884/47208/71130/372854/130839/85753/783266/1366969/877315,85753
Elmis obscura,877323,48460/1/47120/372739/47158/184884/47208/71130/372854/130839/85753/783266/1366969/877315,85753
Elmis perezi,877316,48460/1/47120/372739/47158/184884/47208/71130/372854/130839/85753/783266/1366969/877315,85753
Elmis rietscheli,877320,48460/1/47120/372739/47158/184884/47208/71130/372854/130839/85753/783266/1366969/877315,85753
Elmis rioloides,877322,48460/1/47120/372739/47158/184884/47208/71130/372854/130839/85753/783266/1366969/877315,85753
Eloceria delecta,625700,48460/1/47120/372739/47158/184884/47822/48091/372853/48089/342767/356157/51953/147945/699319/625701,51953
Elodes elongata,991142,48460/1/47120/372739/47158/184884/47208/71130/372854/47596/47595/47594,47595
Elodes minuta,991141,48460/1/47120/372739/47158/184884/47208/71130/372854/47596/47595/47594,47595
Elodia ambulatoria,1073783,48460/1/47120/372739/47158/184884/47822/48091/372853/48089/342767/356157/51953/481485/336739/1073784,51953
Elodia morio,1088414,48460/1/47120/372739/47158/184884/47822/48091/372853/48089/342767/356157/51953/481485/336739/1073784,51953
Eloeophila apicata,1087707,48460/1/47120/372739/47158/184884/47822/154259/179916/51226/47992/489803/526172,47992
Eloeophila maculata,903411,48460/1/47120/372739/47158/184884/47822/154259/179916/51226/47992/489803/526172,47992
Eloeophila miliaria,1087703,48460/1/47120/372739/47158/184884/47822/154259/179916/51226/47992/489803/526172,47992
Eloeophila mundata,1087704,48460/1/47120/372739/47158/184884/47822/154259/179916/51226/47992/489803/526172,47992
Eloeophila submarmorata,1048936,48460/1/47120/372739/47158/184884/47822/154259/179916/51226/47992/489803/526172,47992
Eloeophila trimaculata,978905,48460/1/47120/372739/47158/184884/47822/154259/179916/51226/47992/489803/526172,47992
Eloeophila verralli,1277821,48460/1/47120/372739/47158/184884/47822/154259/179916/51226/47992/489803/526172,47992
Elomya lateralis,469173,48460/1/47120/372739/47158/184884/47822/48091/372853/48089/342767/356157/51953/366275/487993/469174,51953
Elongatus,1421519,48460/1/47120/372739/47158/184884/83204/245120/245153/252719,245153
Elophila bourgognei,199822,48460/1/47120/372739/47158/184884/47157/49682/52002/122480/199821,52002
Elophila nymphaeata,324849,48460/1/47120/372739/47158/184884/47157/49682/52002/122480/199821,52002
Elophila rivulalis,844130,48460/1/47120/372739/47158/184884/47157/49682/52002/122480/199821,52002
Elophos andereggaria,878272,48460/1/47120/372739/47158/184884/47157/49531/49530/123033/125619/553593,49530
Elophos caelibaria,943525,48460/1/47120/372739/47158/184884/47157/49531/49530/123033/125619/553593,49530
Elymana sulphurella,219047,48460/1/47120/372739/47158/184884/47744/125816/372849/49025/53237/133495/515982/173670,53237
Ematheudes punctella,470681,48460/1/47120/372739/47158/184884/47157/49682/49683/122925/122927/470704,49683
Ematurga atomaria,354801,48460/1/47120/372739/47158/184884/47157/49531/49530/123033/124062/173677,49530
Embia ramburi,712309,48460/1/47120/372739/47158/184884/56834/1041771/1041775/245142/334350,245142
Emblethis angustus,1089361,48460/1/47120/372739/47158/184884/47744/61267/372868/466233/141732/318457/477006/249006,141732
Emblethis ciliatus,1074009,48460/1/47120/372739/47158/184884/47744/61267/372868/466233/141732/318457/477006/249006,141732
Emblethis denticollis,548826,48460/1/47120/372739/47158/184884/47744/61267/372868/466233/141732/318457/477006/249006,141732
Emblethis duplicatus,1089359,48460/1/47120/372739/47158/184884/47744/61267/372868/466233/141732/318457/477006/249006,141732
Emblethis griseus,548827,48460/1/47120/372739/47158/184884/47744/61267/372868/466233/141732/318457/477006/249006,141732
Emblethis proximus,1089358,48460/1/47120/372739/47158/184884/47744/61267/372868/466233/141732/318457/477006/249006,141732
Emblyna brevidens,788800,48460/1/47120/245097/47119/47118/120474/342614/367162/84523/172499,84523
Embolemus ruddii,1462659,48460/1/47120/372739/47158/184884/47201/124417/326777/203212/244995/250897,244995
Emeljanovianus medius,914452,48460/1/47120/372739/47158/184884/47744/125816/372849/49025/53237/133495/204901/515990/914453,53237
Emelyanoviana contraria,914451,48460/1/47120/372739/47158/184884/47744/125816/372849/49025/53237/373577/473949/899868,53237
Emelyanoviana mollicula,899867,48460/1/47120/372739/47158/184884/47744/125816/372849/49025/53237/373577/473949/899868,53237
Emmelia trabealis,338209,48460/1/47120/372739/47158/184884/47157/47607/48670/122435/499842/52094/338210,48670
Emmelina argoteles,524650,48460/1/47120/372739/47158/184884/47157/47405/47404/127452/211075/124599,47404
Emmelina monodactyla,127431,48460/1/47120/372739/47158/184884/47157/47405/47404/127452/211075/124599,47404
Emmesomyia grisea,1100939,48460/1/47120/372739/47158/184884/47822/48091/372853/48089/342767/54992/49996/644677,49996
Emmesomyia socia,1102734,48460/1/47120/372739/47158/184884/47822/48091/372853/48089/342767/54992/49996/644677,49996
Emmiltis pygmaearia,337026,48460/1/47120/372739/47158/184884/47157/49531/49530/123037/123078/337027,49530
Empicoris baerensprungi,897909,48460/1/47120/372739/47158/184884/47744/61267/372850/133754/48959/52699/464339/52988,48959
Empicoris brevispinus,1144854,48460/1/47120/372739/47158/184884/47744/61267/372850/133754/48959/52699/464339/52988,48959
Empicoris culiciformis,521708,48460/1/47120/372739/47158/184884/47744/61267/372850/133754/48959/52699/464339/52988,48959
Empicoris mediterraneus,1074235,48460/1/47120/372739/47158/184884/47744/61267/372850/133754/48959/52699/464339/52988,48959
Empicoris melanacanthus,1491880,48460/1/47120/372739/47158/184884/47744/61267/372850/133754/48959/52699/464339/52988,48959
Empicoris noualhieri,1492040,48460/1/47120/372739/47158/184884/47744/61267/372850/133754/48959/52699/464339/52988,48959
Empicoris pyrenaicus,1457930,48460/1/47120/372739/47158/184884/47744/61267/372850/133754/48959/52699/464339/52988,48959
Empicoris salinus,1491881,48460/1/47120/372739/47158/184884/47744/61267/372850/133754/48959/52699/464339/52988,48959
Empicoris tabellarius,1491882,48460/1/47120/372739/47158/184884/47744/61267/372850/133754/48959/52699/464339/52988,48959
Empicoris uniannulatus,1089703,48460/1/47120/372739/47158/184884/47744/61267/372850/133754/48959/52699/464339/52988,48959
Empicoris vagabundus,208901,48460/1/47120/372739/47158/184884/47744/61267/372850/133754/48959/52699/464339/52988,48959
Empicoris xambeui,1417755,48460/1/47120/372739/47158/184884/47744/61267/372850/133754/48959/52699/464339/52988,48959
Empidideicus hackmani,1372753,48460/1/47120/372739/47158/184884/47822/48091/372865/354603/447973/639827/644678,447973
Empis acinerea,1200345,48460/1/47120/372739/47158/184884/47822/48091/372865/318504/49460/349059/1125019/52517,49460
Empis aestiva,1200346,48460/1/47120/372739/47158/184884/47822/48091/372865/318504/49460/349059/1125019/52517,49460
Empis albinervis,1121458,48460/1/47120/372739/47158/184884/47822/48091/372865/318504/49460/349059/1125019/52517,49460
Empis bicuspidata,1077747,48460/1/47120/372739/47158/184884/47822/48091/372865/318504/49460/349059/1125019/52517,49460
Empis bistortae,1087417,48460/1/47120/372739/47158/184884/47822/48091/372865/318504/49460/349059/1125019/52517,49460
Empis borealis,534880,48460/1/47120/372739/47158/184884/47822/48091/372865/318504/49460/349059/1125019/52517,49460
Empis caudatula,1080273,48460/1/47120/372739/47158/184884/47822/48091/372865/318504/49460/349059/1125019/52517,49460
Empis chioptera,547122,48460/1/47120/372739/47158/184884/47822/48091/372865/318504/49460/349059/1125019/52517,49460
Empis ciliata,564335,48460/1/47120/372739/47158/184884/47822/48091/372865/318504/49460/349059/1125019/52517,49460
Empis concolor,1127912,48460/1/47120/372739/47158/184884/47822/48091/372865/318504/49460/349059/1125019/52517/1243551,49460
Empis confusa,1281078,48460/1/47120/372739/47158/184884/47822/48091/372865/318504/49460/349059/1125019/52517,49460
Empis decora,1281079,48460/1/47120/372739/47158/184884/47822/48091/372865/318504/49460/349059/1125019/52517,49460
Empis digramma,547123,48460/1/47120/372739/47158/184884/47822/48091/372865/318504/49460/349059/1125019/52517/1243551,49460
Empis femorata,469504,48460/1/47120/372739/47158/184884/47822/48091/372865/318504/49460/349059/1125019/52517,49460
Empis genualis,479733,48460/1/47120/372739/47158/184884/47822/48091/372865/318504/49460/349059/1125019/52517,49460
Empis grisea,1200353,48460/1/47120/372739/47158/184884/47822/48091/372865/318504/49460/349059/1125019/52517,49460
Empis impennis,872420,48460/1/47120/372739/47158/184884/47822/48091/372865/318504/49460/349059/1125019/52517,49460
Empis laetabilis,978523,48460/1/47120/372739/47158/184884/47822/48091/372865/318504/49460/349059/1125019/52517/1243551,49460
Empis laminata,1200347,48460/1/47120/372739/47158/184884/47822/48091/372865/318504/49460/349059/1125019/52517,49460
Empis lepidopus,1281080,48460/1/47120/372739/47158/184884/47822/48091/372865/318504/49460/349059/1125019/52517,49460
Empis limata,1162222,48460/1/47120/372739/47158/184884/47822/48091/372865/318504/49460/349059/1125019/52517,49460
Empis livida,52516,48460/1/47120/372739/47158/184884/47822/48091/372865/318504/49460/349059/1125019/52517,49460
Empis lucida,1093871,48460/1/47120/372739/47158/184884/47822/48091/372865/318504/49460/349059/1125019/52517,49460
Empis lutea,854524,48460/1/47120/372739/47158/184884/47822/48091/372865/318504/49460/349059/1125019/52517/1243551,49460
Empis maculata,1156259,48460/1/47120/372739/47158/184884/47822/48091/372865/318504/49460/349059/1125019/52517,49460
Empis nigricans,1200348,48460/1/47120/372739/47158/184884/47822/48091/372865/318504/49460/349059/1125019/52517,49460
Empis nigripes,1087415,48460/1/47120/372739/47158/184884/47822/48091/372865/318504/49460/349059/1125019/52517,49460
Empis nigritarsis,484484,48460/1/47120/372739/47158/184884/47822/48091/372865/318504/49460/349059/1125019/52517,49460
Empis nitida,1281081,48460/1/47120/372739/47158/184884/47822/48091/372865/318504/49460/349059/1125019/52517,49460
Empis nuntia,893635,48460/1/47120/372739/47158/184884/47822/48091/372865/318504/49460/349059/1125019/52517,49460
Empis opaca,471962,48460/1/47120/372739/47158/184884/47822/48091/372865/318504/49460/349059/1125019/52517,49460
Empis pandellei,1221931,48460/1/47120/372739/47158/184884/47822/48091/372865/318504/49460/349059/1125019/52517,49460
Empis pennipes,548207,48460/1/47120/372739/47158/184884/47822/48091/372865/318504/49460/349059/1125019/52517,49460
Empis planetica,1200350,48460/1/47120/372739/47158/184884/47822/48091/372865/318504/49460/349059/1125019/52517,49460
Empis praevia,1200351,48460/1/47120/372739/47158/184884/47822/48091/372865/318504/49460/349059/1125019/52517,49460
Empis prodromus,978528,48460/1/47120/372739/47158/184884/47822/48091/372865/318504/49460/349059/1125019/52517,49460
Empis punctata,1156221,48460/1/47120/372739/47158/184884/47822/48091/372865/318504/49460/349059/1125019/52517/1243551,49460
Empis rufiventris,1200352,48460/1/47120/372739/47158/184884/47822/48091/372865/318504/49460/349059/1125019/52517,49460
Empis scutellata,905430,48460/1/47120/372739/47158/184884/47822/48091/372865/318504/49460/349059/1125019/52517/1243551,49460
Empis sericans,1200354,48460/1/47120/372739/47158/184884/47822/48091/372865/318504/49460/349059/1125019/52517,49460
Empis serotina,1200355,48460/1/47120/372739/47158/184884/47822/48091/372865/318504/49460/349059/1125019/52517,49460
Empis stercorea,129112,48460/1/47120/372739/47158/184884/47822/48091/372865/318504/49460/349059/1125019/52517/1243551,49460
Empis tanysphyra,1200356,48460/1/47120/372739/47158/184884/47822/48091/372865/318504/49460/349059/1125019/52517,49460
Empis tessellata,461172,48460/1/47120/372739/47158/184884/47822/48091/372865/318504/49460/349059/1125019/52517,49460
Empis testacea,1200357,48460/1/47120/372739/47158/184884/47822/48091/372865/318504/49460/349059/1125019/52517,49460
Empis trigramma,545025,48460/1/47120/372739/47158/184884/47822/48091/372865/318504/49460/349059/1125019/52517/1243551,49460
Empis tumida,1087414,48460/1/47120/372739/47158/184884/47822/48091/372865/318504/49460/349059/1125019/52517,49460
Empis variegata,1028712,48460/1/47120/372739/47158/184884/47822/48091/372865/318504/49460/349059/1125019/52517,49460
Empis vitripennis,1200358,48460/1/47120/372739/47158/184884/47822/48091/372865/318504/49460/349059/1125019/52517,49460
Empis woodi,462165,48460/1/47120/372739/47158/184884/47822/48091/372865/318504/49460/349059/1125019/52517,49460
Empoasca affinis,914454,48460/1/47120/372739/47158/184884/47744/125816/372849/49025/53237/373577/473947/1480023/173635,53237
Empoasca alsiosa,917261,48460/1/47120/372739/47158/184884/47744/125816/372849/49025/53237/373577/473947/1480023/173635,53237
Empoasca apicalis,914455,48460/1/47120/372739/47158/184884/47744/125816/372849/49025/53237/373577/473947/1480023/173635,53237
Empoasca decipiens,204788,48460/1/47120/372739/47158/184884/47744/125816/372849/49025/53237/373577/473947/1480023/173635,53237
Empoasca pteridis,914459,48460/1/47120/372739/47158/184884/47744/125816/372849/49025/53237/373577/473947/1480023/173635,53237
Empoasca vitis,542174,48460/1/47120/372739/47158/184884/47744/125816/372849/49025/53237/373577/473947/1480023/173635,53237
Empria alector,1084144,48460/1/47120/372739/47158/184884/47201/84643/49452/60628/340764/906410/495095,60628
Empria basalis,1045571,48460/1/47120/372739/47158/184884/47201/84643/49452/60628/340764/906410/495095,60628
Empria candidata,961021,48460/1/47120/372739/47158/184884/47201/84643/49452/60628/340764/906410/495095,60628
Empria excisa,1050349,48460/1/47120/372739/47158/184884/47201/84643/49452/60628/340764/906410/495095,60628
Empria hungarica,1084143,48460/1/47120/372739/47158/184884/47201/84643/49452/60628/340764/906410/495095,60628
Empria immersa,964730,48460/1/47120/372739/47158/184884/47201/84643/49452/60628/340764/906410/495095,60628
Empria liturata,991147,48460/1/47120/372739/47158/184884/47201/84643/49452/60628/340764/906410/495095,60628
Empria longicornis,962404,48460/1/47120/372739/47158/184884/47201/84643/49452/60628/340764/906410/495095,60628
Empria pallimacula,794937,48460/1/47120/372739/47158/184884/47201/84643/49452/60628/340764/906410/495095,60628
Empria parvula,991160,48460/1/47120/372739/47158/184884/47201/84643/49452/60628/340764/906410/495095,60628
Empria pumila,905998,48460/1/47120/372739/47158/184884/47201/84643/49452/60628/340764/906410/495095,60628
Empria sexpunctata,991158,48460/1/47120/372739/47158/184884/47201/84643/49452/60628/340764/906410/495095,60628
Empria tridens,991157,48460/1/47120/372739/47158/184884/47201/84643/49452/60628/340764/906410/495095,60628
Empusa pennata,55122,48460/1/47120/372739/47158/184884/48112/1097011/1097013/1097017/51924/569974/569975/1097133/55123,51924
Emus hirtus,483644,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/359911/359910/373906/483645,47951
Enallagma cyathigerum,99901,48460/1/47120/372739/47158/184884/47792/47928/426081/47925/50175,47925
Enalodroma hepatica,1050715,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/203242/373644/1050716,47951
Enantiocephalus cornutus,792591,48460/1/47120/372739/47158/184884/47744/125816/372849/49025/53237/133495/204901/515990/792592,53237
Enantiulus nanus,1235259,48460/1/47120/144128/47735/551278/372763/997267/372724/82535/997344/121483/997404/997417/997469,121483
Enargia paleacea,465843,48460/1/47120/372739/47158/184884/47157/47607/48670/122224/82030/320218/173631,48670
Enarmonia formosana,320540,48460/1/47120/372739/47158/184884/47157/47156/47155/124229/199553/320541,47155
Encarsia gautieri,751370,48460/1/47120/372739/47158/184884/47201/124417/981280/69750/201669/748550/1120929/250144,201669
Encarsia inaron,388964,48460/1/47120/372739/47158/184884/47201/124417/981280/69750/201669/748550/1120929/250144,201669
Encarsia intermedia,751408,48460/1/47120/372739/47158/184884/47201/124417/981280/69750/201669/748550/1120929/250144,201669
Encarsia leucaspidis,751738,48460/1/47120/372739/47158/184884/47201/124417/981280/69750/201669/748550/1120929/250144,201669
Encarsia tricolor,751921,48460/1/47120/372739/47158/184884/47201/124417/981280/69750/201669/748550/1120929/250144,201669
Encephalus complicans,991164,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/203242/373713/373879/376268,47951
Enclisis macilenta,1396926,48460/1/47120/372739/47158/184884/47201/124417/47200/47199/360366/480180/639544/639695,47199
Encrateola laevigata,664073,48460/1/47120/372739/47158/184884/47201/124417/47200/47199/1048860/518996/1048861/642170,47199
Encyrtus infidus,993327,48460/1/47120/372739/47158/184884/47201/124417/981280/69750/69778/465402/250174,69778
Encyrtus swederi,1083762,48460/1/47120/372739/47158/184884/47201/124417/981280/69750/69778/465402/250174,69778
Endasys analis,1396927,48460/1/47120/372739/47158/184884/47201/124417/47200/47199/1048860/518996/1048862/250614,47199
Endasys brevis,991174,48460/1/47120/372739/47158/184884/47201/124417/47200/47199/1048860/518996/1048862/250614,47199
Endecatomus reticulatus,1393489,48460/1/47120/372739/47158/184884/47208/71130/372844/47496/47625/510204/173652,47625
Endelomyia aethiops,483621,48460/1/47120/372739/47158/184884/47201/84643/49452/60628/551356/551357/483622,60628
Enderleinella obsoleta,991181,48460/1/47120/372739/47158/184884/83187/144300/480277/245105/991182,245105
Endochironomus albipennis,482072,48460/1/47120/372739/47158/184884/47822/154259/153429/509764/53275/319399/129408/247616,53275
Endochironomus tendens,1087097,48460/1/47120/372739/47158/184884/47822/154259/153429/509764/53275/319399/129408/247616,53275
Endomia occipitalis,1176472,48460/1/47120/372739/47158/184884/47208/71130/372852/47593/85586/373374/1115345/574650,85586
Endomia tenuicollis,574649,48460/1/47120/372739/47158/184884/47208/71130/372852/47593/85586/373374/1115345/574650,85586
Endomia unifasciata,1144878,48460/1/47120/372739/47158/184884/47208/71130/372852/47593/85586/373374/1115345/574650,85586
Endomychus coccineus,504738,48460/1/47120/372739/47158/184884/47208/71130/372852/471714/173237/1180381/173618,173237
Endonura arbasensis,1010514,48460/1/47120/372739/243773/49470/129730/83890/83891/373493/1010508,83891
Endonura poinsotae,1010512,48460/1/47120/372739/243773/49470/129730/83890/83891/373493/1010508,83891
Endophloeus markovichianus,1015466,48460/1/47120/372739/47158/184884/47208/71130/372852/47593/47592/212151/373814/1015459,47592
Endothenia ericetana,480697,48460/1/47120/372739/47158/184884/47157/47156/47155/124229/124231/173634,47155
Endothenia gentianaeana,527150,48460/1/47120/372739/47158/184884/47157/47156/47155/124229/124231/173634,47155
Endothenia lapideana,876100,48460/1/47120/372739/47158/184884/47157/47156/47155/124229/124231/173634,47155
Endothenia marginana,527151,48460/1/47120/372739/47158/184884/47157/47156/47155/124229/124231/173634,47155
Endothenia nigricostana,527152,48460/1/47120/372739/47158/184884/47157/47156/47155/124229/124231/173634,47155
Endothenia oblongana,470682,48460/1/47120/372739/47158/184884/47157/47156/47155/124229/124231/173634,47155
Endothenia pauperculana,1321734,48460/1/47120/372739/47158/184884/47157/47156/47155/124229/124231/173634,47155
Endothenia pullana,475544,48460/1/47120/372739/47158/184884/47157/47156/47155/124229/124231/173634,47155
Endothenia quadrimaculana,470155,48460/1/47120/372739/47158/184884/47157/47156/47155/124229/124231/173634,47155
Endothenia ustulana,527153,48460/1/47120/372739/47158/184884/47157/47156/47155/124229/124231/173634,47155
Endotricha flammealis,205154,48460/1/47120/372739/47158/184884/47157/49682/49683/122739/122929/124788,49683
Endromis versicolora,128214,48460/1/47120/372739/47158/184884/47157/47214/124755/128210,124755
Endromopoda arundinator,1156939,48460/1/47120/372739/47158/184884/47201/124417/47200/47199/363128/363129/519776,47199
Endromopoda detrita,901606,48460/1/47120/372739/47158/184884/47201/124417/47200/47199/363128/363129/519776,47199
Endromopoda nigricoxis,1396928,48460/1/47120/372739/47158/184884/47201/124417/47200/47199/363128/363129/519776,47199
Endromopoda nitida,1048937,48460/1/47120/372739/47158/184884/47201/124417/47200/47199/363128/363129/519776,47199
Endromopoda phragmitidis,1156934,48460/1/47120/372739/47158/184884/47201/124417/47200/47199/363128/363129/519776,47199
Endrosis sarcitrella,205758,48460/1/47120/372739/47158/184884/47157/55518/81690/205760/479704/205759,81690
Enedreytes hilaris,907597,48460/1/47120/372739/47158/184884/47208/71130/372852/60473/172909/373375/373811/641791,172909
Engelepogon brunnipes,780261,48460/1/47120/372739/47158/184884/47822/48091/372865/354603/47982/326683/752398,47982
Engistus boops,787789,48460/1/47120/372739/47158/184884/47744/61267/372868/466233/146952/705135/787824,146952
Enicmus atriceps,173605,48460/1/47120/372739/47158/184884/47208/71130/372852/471714/131059/373345/174637,131059
Enicmus brevicornis,173606,48460/1/47120/372739/47158/184884/47208/71130/372852/471714/131059/373345/174637,131059
Enicmus fungicola,991191,48460/1/47120/372739/47158/184884/47208/71130/372852/471714/131059/373345/174637,131059
Enicmus histrio,456733,48460/1/47120/372739/47158/184884/47208/71130/372852/471714/131059/373345/174637,131059
Enicmus planipennis,1047907,48460/1/47120/372739/47158/184884/47208/71130/372852/471714/131059/373345/174637,131059
Enicmus rugosus,921563,48460/1/47120/372739/47158/184884/47208/71130/372852/471714/131059/373345/174637,131059
Enicmus testaceus,550482,48460/1/47120/372739/47158/184884/47208/71130/372852/471714/131059/373345/174637,131059
Enicmus transversus,550182,48460/1/47120/372739/47158/184884/47208/71130/372852/471714/131059/373345/174637,131059
Enicopus armatus,337546,48460/1/47120/372739/47158/184884/47208/71130/372852/55050/82067/205008/497425/337552,82067
Enicopus ater,710293,48460/1/47120/372739/47158/184884/47208/71130/372852/55050/82067/205008/497425/337552,82067
Enicopus pilosus,337550,48460/1/47120/372739/47158/184884/47208/71130/372852/55050/82067/205008/497425/337552,82067
Enicopus vittatus,1155914,48460/1/47120/372739/47158/184884/47208/71130/372852/55050/82067/205008/497425/337552,82067
Enicospilus adustus,894211,48460/1/47120/372739/47158/184884/47201/124417/47200/47199/143195/639357/143968/1486488,47199
Enicospilus cerebrator,894210,48460/1/47120/372739/47158/184884/47201/124417/47200/47199/143195/639357/143968/1486488,47199
Enicospilus combustus,558134,48460/1/47120/372739/47158/184884/47201/124417/47200/47199/143195/639357/143968/1486488,47199
Enicospilus inflexus,1042125,48460/1/47120/372739/47158/184884/47201/124417/47200/47199/143195/639357/143968,47199
Enicospilus merdarius,264667,48460/1/47120/372739/47158/184884/47201/124417/47200/47199/143195/639357/143968,47199
Enicospilus ocellatus,1082617,48460/1/47120/372739/47158/184884/47201/124417/47200/47199/143195/639357/143968,47199
Enicospilus ramidulus,636654,48460/1/47120/372739/47158/184884/47201/124417/47200/47199/143195/639357/143968/1486488,47199
Enicospilus repentinus,636659,48460/1/47120/372739/47158/184884/47201/124417/47200/47199/143195/639357/143968,47199
Enicospilus undulatus,1239922,48460/1/47120/372739/47158/184884/47201/124417/47200/47199/143195/639357/143968,47199
Enicospilus unicallosus,1508480,48460/1/47120/372739/47158/184884/47201/124417/47200/47199/143195/639357/143968,47199
Eniochthonius minutissimus,567213,48460/1/47120/245097/47119/52788/129763/81508/332183/888610/245277/567212/567209,567212
Enizemum ornatum,854409,48460/1/47120/372739/47158/184884/47201/124417/47200/47199/373341/519754,47199
Enneadesmus trispinosus,715556,48460/1/47120/372739/47158/184884/47208/71130/372844/47496/47625/370840/371817/567253,47625
Ennearthron cornutum,546128,48460/1/47120/372739/47158/184884/47208/71130/372852/47593/82343/373340/373607/376275,82343
Ennearthron pruinosulum,1046372,48460/1/47120/372739/47158/184884/47208/71130/372852/47593/82343/373340/373607/376275,82343
Ennomos alniaria,219175,48460/1/47120/372739/47158/184884/47157/49531/49530/123033/123091/119940,49530
Ennomos autumnaria,470963,48460/1/47120/372739/47158/184884/47157/49531/49530/123033/123091/119940,49530
Ennomos erosaria,460200,48460/1/47120/372739/47158/184884/47157/49531/49530/123033/123091/119940,49530
Ennomos fuscantaria,326360,48460/1/47120/372739/47158/184884/47157/49531/49530/123033/123091/119940,49530
Ennomos quercaria,468691,48460/1/47120/372739/47158/184884/47157/49531/49530/123033/123091/119940,49530
Ennomos quercinaria,141848,48460/1/47120/372739/47158/184884/47157/49531/49530/123033/123091/119940,49530
